Method,Model,Class,Precision,Recall,F1-Score,Accuracy,Balanced Accuracy,ROC-AUC
CGAN,Decision Tree,16,0.15422885572139303,0.15422885572139303,0.15422885572139303,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,17,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,18,0.16417910447761194,0.16417910447761194,0.16417910447761194,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,19,0.17412935323383086,0.17412935323383086,0.17412935323383086,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,20,0.19900497512437812,0.19900497512437812,0.19900497512437812,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,21,0.1691542288557214,0.1691542288557214,0.1691542288557214,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,22,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,23,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,24,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,25,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,26,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,27,0.006666666666666667,0.25,0.012987012987012988,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,28,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,Decision Tree,29,0.0,0.0,0.0,0.1886820114352734,0.10142658380731796,
CGAN,KNN,0,0.4425770308123249,0.2633333333333333,0.33019853709508884,0.186336314323413,0.11591687365142314,
CGAN,KNN,1,0.16923076923076924,0.11,0.13333333333333333,0.186336314323413,0.11591687365142314,
CGAN,KNN,2,0.12550607287449392,0.15422885572139303,0.13839285714285715,0.186336314323413,0.11591687365142314,
CGAN,KNN,3,0.145,0.14427860696517414,0.14463840399002495,0.186336314323413,0.11591687365142314,
CGAN,KNN,4,0.1043956043956044,0.1890547263681592,0.13451327433628318,0.186336314323413,0.11591687365142314,
CGAN,KNN,5,0.13392857142857142,0.14925373134328357,0.1411764705882353,0.186336314323413,0.11591687365142314,
CGAN,KNN,6,0.14285714285714285,0.13432835820895522,0.13846153846153847,0.186336314323413,0.11591687365142314,
CGAN,KNN,7,0.15,0.14925373134328357,0.14962593516209477,0.186336314323413,0.11591687365142314,
CGAN,KNN,8,0.11159737417943107,0.12718204488778054,0.11888111888111888,0.186336314323413,0.11591687365142314,
CGAN,KNN,9,0.0776255707762557,0.0845771144278607,0.08095238095238096,0.186336314323413,0.11591687365142314,
CGAN,KNN,10,0.08870967741935484,0.16417910447761194,0.11518324607329843,0.186336314323413,0.11591687365142314,
CGAN,KNN,11,0.1722689075630252,0.20398009950248755,0.1867881548974943,0.186336314323413,0.11591687365142314,
CGAN,KNN,12,0.20833333333333334,0.04975124378109453,0.08032128514056225,0.186336314323413,0.11591687365142314,
CGAN,KNN,13,0.06947368421052631,0.1736842105263158,0.09924812030075188,0.186336314323413,0.11591687365142314,
CGAN,KNN,14,0.05605786618444846,0.15422885572139303,0.08222811671087533,0.186336314323413,0.11591687365142314,
CGAN,KNN,15,0.17,0.1691542288557214,0.16957605985037408,0.186336314323413,0.11591687365142314,
